PID,YearBuilt,YearRemodel,VeneerExterior,BsmtFinTp,BsmtFinSqft,BsmtUnfinSqft,HeatingQC,FstFlrSqft,SecFlrSqft,AbvGrndLiving,FullBathBsmt,HalfBathHouse,FullBathHouse,BdrmAbvGrnd,RmAbvGrnd,Fireplaces,GarageTp,GarageCars,GarageArea,WdDckSqft,OpenPrchSqft,SalePrice
0902330040,1882,1986,0,1,216,700,2,916,826,1742,0,1,1,4,8,1,3,2,424,0,169,168000
0902331010,1910,1950,0,0,0,624,3,816,0,816,0,0,1,2,5,1,0,0,0,0,33,58500
0902401130,1920,1988,0,1,624,26,3,832,650,1482,0,0,1,3,7,0,1,2,324,0,0,143000
0902402150,1910,2006,0,1,247,310,1,1022,0,1022,1,0,1,2,4,0,1,1,280,0,30,85000
0902405100,1890,1996,0,1,1088,0,1,1188,561,1869,0,0,1,2,7,0,1,2,456,48,0,124900
0902406070,1910,2002,0,0,0,741,3,780,741,1521,0,0,1,4,8,0,1,3,640,0,0,146500
0902477120,1920,1950,0,1,495,225,1,720,0,720,0,0,1,2,4,0,0,0,0,0,523,34900
0902477130,1900,1950,0,0,0,245,1,797,0,797,0,0,1,2,5,0,0,0,0,0,36,44000
0903201020,1923,1950,0,0,0,1022,1,1432,0,1432,0,0,1,3,6,1,2,1,216,266,61,149000
0903201080,1925,2007,0,0,0,952,2,952,596,1548,0,1,2,3,5,0,1,2,672,74,0,205000
0903202170,1930,1982,0,0,0,297,3,1001,653,1654,0,0,2,3,7,1,1,1,336,244,60,137000
0903205040,1916,1950,0,0,0,952,0,952,0,952,0,0,1,2,4,1,1,1,192,0,98,121000
0903226130,1936,1950,0,1,672,0,1,757,567,1324,0,0,1,3,6,0,1,1,240,0,0,128000
0903226170,1937,2000,0,0,0,698,1,786,390,1176,0,0,1,2,4,0,1,2,624,210,0,134900
0903227070,1925,1997,0,0,0,884,3,884,464,1348,1,0,1,3,5,1,1,1,216,0,0,117000
0903227090,1939,1950,0,0,0,780,3,825,587,1412,0,0,1,4,6,1,1,1,280,45,0,132500
0903228070,1924,1950,444,1,220,248,2,822,320,1142,0,0,1,3,6,0,3,1,320,0,0,93000
0903228120,1926,2004,0,0,0,884,2,904,0,904,0,0,1,2,4,0,1,1,180,0,0,119000
0903230100,1924,1950,0,1,405,740,1,1301,0,1301,0,0,1,2,5,0,1,2,440,0,0,100000
0903231010,1936,1950,0,0,0,927,1,1067,472,1539,0,1,1,3,5,0,1,2,576,112,0,141500
0903231030,1935,1995,0,0,0,884,3,989,584,1573,0,0,1,3,6,0,1,1,240,0,0,133000
0903231130,1931,1993,0,1,209,506,1,875,0,875,1,0,1,2,5,0,1,1,180,48,0,105000
0903232060,1925,1999,0,0,0,960,2,995,0,995,0,0,1,2,5,0,1,1,264,0,15,115000
0903234220,1938,1950,0,1,273,679,1,994,588,1582,0,0,2,3,6,1,1,1,250,189,0,150000
0903236040,1925,1950,0,1,134,938,1,1072,0,1072,1,0,1,2,5,0,1,5,1184,0,0,126500
0903400220,1916,1994,0,0,0,844,2,1445,689,2134,0,0,2,5,10,0,1,2,441,0,60,214500
0903425245,1910,1993,0,0,0,728,1,1136,883,2019,0,0,1,3,8,0,1,2,532,509,135,167500
0903427120,1915,1950,0,0,0,1048,2,1048,720,1768,0,0,2,3,8,0,1,2,576,0,0,155000
0903429080,1915,2005,0,1,299,611,3,916,910,1826,1,1,1,4,7,1,3,1,164,0,0,155000
0903429110,1915,1994,0,0,0,672,0,1272,672,1944,0,0,2,3,8,0,1,1,216,24,28,179900
0903430060,1912,1950,0,0,0,755,3,929,929,2229,0,0,1,5,8,0,0,0,0,0,198,104000
0903451090,1927,1950,0,1,522,198,0,1146,784,1930,1,0,2,4,8,0,3,1,316,0,0,149000
0903458170,1925,1950,0,1,152,628,1,848,0,1208,0,0,1,2,5,0,1,2,539,0,23,103000
0903475100,1915,2002,0,0,0,483,3,741,686,1427,0,0,1,3,7,0,3,1,379,0,24,123000
0903476090,1902,2000,188,1,169,851,1,978,886,1864,0,1,2,6,9,0,0,0,0,0,188,97500
0903481120,1927,1950,0,0,0,1204,1,1204,462,1666,0,0,1,3,4,0,1,1,384,0,0,135000
0903481130,1923,1950,0,1,749,46,1,892,0,892,1,0,1,1,5,0,0,0,0,0,0,70000
0903484110,1915,1965,0,1,276,160,3,754,649,1403,1,1,1,3,7,0,1,1,308,0,0,116000
0904351200,1925,1950,0,1,551,121,1,697,672,1369,1,0,2,3,6,0,1,1,300,147,0,103600
0904351240,1934,1950,0,0,0,585,1,687,425,1112,1,0,2,4,6,0,1,1,226,0,0,63000
0905101260,1963,1999,0,1,444,76,3,1464,0,1464,0,0,2,3,6,1,3,2,480,302,0,175000
0905101490,1963,1963,0,1,651,470,1,1121,0,1121,1,0,1,3,5,0,1,2,480,0,80,139000
0905103040,1978,1978,92,1,226,192,2,918,765,1683,0,1,2,3,7,1,3,2,440,243,0,172500
0905103070,1967,1967,172,1,527,525,1,1052,0,1052,0,1,1,3,6,1,3,1,668,0,215,113500
0905105190,1967,2004,89,1,450,414,3,899,0,899,0,0,1,3,5,0,3,1,288,64,0,130000
0905108190,1982,1982,0,1,685,173,1,858,0,858,1,0,1,2,5,0,1,2,576,120,0,134900
0905108220,1982,1982,0,1,672,168,1,860,0,860,1,0,1,2,4,0,1,2,528,0,0,137000
0905200220,1962,1962,116,1,170,252,1,1092,0,1092,0,0,1,3,6,1,3,1,288,0,20,139000
0905200260,1961,1961,0,0,0,552,1,904,611,1774,0,0,2,4,8,1,3,1,384,290,40,165000
0905200350,1960,1960,54,1,588,550,3,1138,0,1138,0,0,1,3,6,1,3,2,480,0,0,148000
0905225090,1956,1956,366,0,0,825,3,2071,0,2071,0,1,1,4,9,1,3,1,336,131,28,165000
0905229040,1957,1989,0,0,0,1104,3,1104,684,1788,1,0,1,5,8,2,3,1,304,120,0,161500
0905377010,1956,1956,0,1,1059,75,3,1229,0,1229,0,0,1,3,6,0,3,1,284,0,0,135000
0905377130,1940,1950,0,1,262,599,3,861,0,861,0,0,1,1,4,0,1,2,539,158,0,82500
0905401100,1955,1993,0,1,379,470,3,1867,0,1867,1,0,1,2,7,3,3,1,303,476,0,190000
0905450020,1956,1956,0,0,0,1436,0,1689,0,1689,0,0,1,3,7,1,3,2,480,0,0,127500
0905451300,1956,1956,0,1,257,816,1,1073,0,1073,1,0,1,2,5,0,3,1,340,0,0,121500
0905451340,1958,1958,0,0,0,1276,1,1276,0,1276,0,0,1,3,5,0,3,1,350,0,0,60000
0905452040,1946,1950,0,1,342,405,3,892,747,1639,0,1,1,3,6,1,1,1,240,0,50,154400
0905452050,1941,1950,0,1,344,328,1,672,0,672,1,0,1,2,4,0,3,1,234,0,113,113000
0905475160,1954,1954,0,1,173,916,1,1089,0,1089,1,0,1,3,5,1,1,1,252,328,0,125000
0905476230,1984,1984,149,1,552,104,1,1049,0,1049,1,0,2,2,5,0,3,1,266,0,105,139500
0905478030,1949,2008,0,1,292,476,2,1148,568,1716,0,1,1,3,8,1,3,1,281,0,0,131000
0905480030,1939,1950,0,1,204,356,1,698,560,1258,0,0,1,2,6,0,1,1,280,0,0,105000
0905480210,1940,1950,0,0,0,755,1,755,755,1510,1,0,1,4,7,1,1,1,296,120,0,108000
0906201021,1990,1991,0,1,460,308,2,1061,0,1061,1,1,1,1,4,0,3,2,462,114,36,162000
0906201050,1983,1983,100,1,70,0,2,1338,0,1338,0,1,1,2,5,1,3,2,576,0,0,156500
0906201130,1983,2009,0,1,1441,55,3,1496,636,2132,1,1,1,1,5,1,2,2,612,349,40,316600
0906203120,1990,1991,234,1,485,1496,2,2196,0,2196,0,0,2,3,7,1,3,3,701,84,70,271900
0906223060,1993,1993,137,1,513,227,3,1006,769,1775,1,1,2,3,7,1,3,2,425,234,72,213000
0906223080,1993,1994,0,1,474,605,3,1079,800,1879,1,1,2,3,8,1,3,2,473,400,100,239900
0906223210,1995,1995,0,1,584,544,3,1142,878,2020,0,1,2,3,8,1,3,2,466,0,155,239500
0906340110,2007,2008,336,1,1288,417,3,1718,0,1718,1,0,2,3,7,1,3,3,826,208,44,297000
0906340120,2008,2008,270,0,0,1622,3,1630,0,1630,1,0,2,3,8,1,3,3,860,172,42,295493
0906378110,2008,2008,0,0,0,1468,3,1468,0,1468,0,0,2,3,6,1,3,3,904,192,142,239900
0906380050,2007,2007,0,1,20,846,3,866,902,1768,0,1,2,3,7,0,3,2,578,144,105,212000
0906380060,2007,2008,352,1,1359,479,3,1838,0,1838,1,0,2,3,7,2,3,2,524,154,222,272500
0906380100,2007,2007,0,0,0,1800,3,1800,0,1800,0,0,2,2,7,0,3,2,702,288,136,239000
0906380130,2006,2006,180,1,1334,270,3,1604,0,1604,1,1,2,3,8,1,3,2,660,123,110,220000
0906380210,2007,2007,0,1,902,380,3,1290,0,1290,1,0,2,2,6,1,3,2,662,168,0,200000
0906380220,2008,2008,140,1,872,382,3,1254,0,1254,1,0,2,2,5,0,3,3,810,168,92,221800
0906392070,2007,2007,82,1,724,508,3,1232,0,1232,1,0,2,2,6,0,3,2,632,132,0,194500
0906392110,2005,2006,76,1,24,1474,3,1498,0,1498,0,0,2,3,7,1,3,3,844,144,98,237000
0906392130,2005,2006,0,0,0,704,3,704,718,1422,0,1,2,3,7,1,3,2,440,36,28,173000
0906402060,1989,1989,145,1,1518,0,2,1644,0,1644,1,0,2,2,5,1,3,2,569,80,0,275000
0906426210,1992,1993,0,1,800,649,2,944,815,1759,1,1,2,3,7,1,3,2,525,150,193,233500
0906475070,1967,1967,0,1,249,0,1,1160,966,2126,0,1,2,3,7,0,3,2,538,486,0,185000
0907126010,1996,1996,0,1,732,308,2,1040,0,1040,1,0,1,3,6,0,1,2,576,168,0,152000
0907126050,1994,1994,0,1,755,235,3,990,0,990,1,0,1,3,5,0,3,1,440,66,0,143000
0907130100,1997,1997,0,1,821,107,3,928,836,1764,1,1,2,3,7,0,3,2,470,276,99,231500
0907131090,1996,1996,0,1,385,70,3,827,834,1661,1,1,2,3,6,1,3,2,550,158,61,212000
0907131190,1998,1998,0,1,950,513,3,1463,0,1463,1,0,2,3,5,0,3,2,539,0,81,207000
0907135040,1994,1995,0,0,0,1097,3,1097,0,1097,0,1,1,3,6,0,3,2,672,392,64,145000
0907135170,1994,1995,0,1,746,244,3,990,0,990,1,0,1,3,5,0,1,2,480,0,64,138000
0907194010,2001,2001,0,1,666,278,3,944,896,1840,1,1,2,3,6,0,3,2,622,0,45,230000
0907194110,2001,2002,0,0,0,1413,3,1430,0,1430,0,0,2,3,6,0,3,2,605,0,33,187100
0907194160,2002,2001,68,1,1259,172,3,1444,0,1444,1,0,2,3,6,0,3,2,577,144,40,203000
0907196060,2001,2001,180,1,24,1468,3,1492,0,1492,0,0,2,3,6,1,3,2,608,0,114,201000
0907200230,1978,1978,136,1,616,424,1,1040,0,1040,0,0,2,3,5,0,0,0,0,0,0,124000
0907201220,1978,1978,76,1,625,282,1,907,0,907,0,0,1,3,5,0,3,1,343,72,0,140000
0907201280,1979,1979,40,1,710,132,1,914,0,914,1,0,1,2,5,0,3,2,444,0,0,134900
0907202050,1977,2008,0,1,532,364,1,1040,0,1040,0,0,2,3,5,0,1,2,484,0,0,150500
0907202080,1978,2005,90,1,646,218,3,864,0,864,1,0,1,3,6,0,3,1,336,0,0,136500
0907202130,1977,1989,0,1,196,1072,1,1268,0,1268,0,1,1,3,5,0,1,1,252,173,0,143500
0907227030,1972,1972,0,1,460,404,3,864,0,864,1,0,1,3,5,1,3,1,338,0,0,133500
0907227080,1972,1972,0,1,777,117,1,894,0,894,0,0,1,2,6,0,1,2,600,215,0,123000
0907227110,1972,2003,0,1,660,108,2,768,0,768,0,0,1,2,5,0,1,1,396,192,0,133900
0907227290,1972,2007,0,1,656,112,1,768,0,768,1,0,1,2,5,0,1,2,396,58,0,133000
0907250070,2002,2002,0,1,1234,335,3,1611,0,1611,1,0,2,3,6,0,3,3,1231,262,93,250000
0907252060,2003,2003,198,0,0,1068,3,1068,1116,2184,0,1,2,4,8,1,2,2,570,192,132,254750
0907252210,2001,2001,0,0,0,1753,3,1788,0,1788,0,0,2,3,7,1,3,2,522,202,151,236500
0907252220,2001,2001,108,1,990,309,3,1299,573,1872,1,1,2,3,7,1,2,2,531,160,122,261500
0907253130,2000,2000,204,1,904,536,3,1476,677,2153,1,1,2,3,8,2,3,3,736,253,142,313000
0907265010,2001,2001,0,0,0,944,3,944,926,1870,0,1,2,3,6,0,3,2,608,256,43,211000
0907275010,1999,2000,260,1,1246,216,3,1513,0,1513,1,0,2,2,5,1,3,2,521,135,34,220000
0907275090,1996,1996,196,1,690,814,3,1504,0,1504,1,0,2,3,6,1,3,2,478,115,66,203000
0907275140,2002,2003,164,1,1360,462,3,1828,0,1828,1,0,2,3,7,1,3,2,523,194,144,279500
0907290070,2001,2001,0,0,0,1212,3,1212,0,1212,0,0,2,3,6,0,3,2,573,356,0,178000
0907290090,2000,2001,171,0,0,1630,3,1630,0,1630,0,0,2,3,6,1,3,2,451,74,234,213000
0907290180,2003,2004,170,1,685,163,3,848,0,848,1,0,1,1,4,0,3,2,420,140,0,144000
0907290210,2003,2003,170,1,685,163,3,848,0,848,1,0,1,1,4,0,3,2,420,140,0,140000
0907410130,2007,2007,180,1,1478,100,3,1602,0,1602,1,0,2,3,7,1,3,3,810,0,48,293200
0907412020,2004,2004,0,0,0,864,3,864,864,1728,0,1,2,3,7,0,3,2,572,187,56,190000
0907414020,2004,2004,210,1,20,1480,3,1500,0,1500,0,0,2,3,6,0,3,2,570,192,36,190000
0907414080,2005,2005,0,1,193,545,3,738,738,1476,1,1,2,3,7,0,3,2,540,100,35,173500
0907420040,2007,2007,0,0,0,608,3,608,788,1396,0,1,2,3,6,1,2,2,440,100,36,170000
0908102270,1964,1999,0,1,637,849,3,1486,0,1486,1,0,1,3,7,0,1,2,480,0,0,167000
0908102290,1938,1958,0,1,690,126,3,816,0,816,1,0,1,2,3,1,1,1,288,0,0,100000
0908151050,1977,1977,140,1,535,155,1,698,728,1426,0,1,1,3,6,0,3,2,440,252,0,159500
0908152100,1976,1976,255,1,631,410,3,1125,0,1125,1,0,1,3,6,1,1,1,352,296,0,125000
0908201040,1947,2008,0,0,0,698,3,698,0,698,0,0,1,2,4,0,0,0,0,0,200,118000
0908203090,1959,1959,0,1,332,301,1,876,0,876,0,0,1,3,5,0,1,1,320,0,0,85000
0908225290,1950,1950,0,1,1078,0,1,1368,0,1368,1,0,1,3,6,0,3,1,195,0,41,120000
0908229020,1922,1950,0,0,0,864,3,864,0,864,0,0,1,2,4,0,0,0,0,0,96,99900
0908275110,1956,1956,259,1,546,604,3,1560,0,1560,0,0,1,2,7,1,3,1,313,0,0,103500
0909101010,1920,2000,0,0,0,684,2,684,512,1196,0,0,1,3,7,0,1,2,528,0,46,110000
0909101100,1941,1950,0,1,626,94,3,854,444,1298,0,0,1,3,6,2,1,1,256,84,0,122000
0909101140,1941,1960,0,1,408,156,3,984,620,1604,0,0,2,3,6,0,1,2,660,0,68,117000
0909129100,1932,2000,0,1,182,611,3,848,672,1520,0,0,1,3,6,0,1,1,281,0,0,159434
0909175080,1920,1950,0,1,290,0,1,438,0,438,0,0,1,1,3,0,1,1,246,0,0,60000
0909178160,1940,1950,0,0,0,778,1,944,545,1489,0,0,2,3,7,1,1,1,240,335,0,139500
0909250080,1935,1950,0,0,0,583,2,647,595,1242,0,1,1,3,6,1,1,1,180,329,96,105000
0909250220,1928,1950,0,1,622,500,1,1328,653,1981,1,0,2,4,7,2,1,2,576,431,44,135000
0909251050,1916,2000,0,0,0,816,3,1232,0,1232,0,0,1,3,6,1,1,2,440,0,0,147500
0909251170,1925,1990,0,1,264,712,3,1160,448,1608,0,1,2,3,7,1,1,1,216,147,16,137450
0909252020,1936,2007,0,1,350,0,3,575,560,1135,1,0,1,3,6,0,1,2,576,256,0,155000
0909253010,1928,1950,0,0,0,896,2,1172,741,1913,0,1,1,3,9,1,1,2,342,0,0,177000
0909253180,1928,1950,0,0,0,861,2,877,600,1477,0,0,2,3,6,1,1,1,216,0,50,145000
0909254010,1918,1990,0,0,0,600,3,628,600,1228,0,0,1,3,6,1,1,1,215,0,113,137000
0909257050,1926,2004,0,0,0,1276,3,1276,804,2080,0,1,1,3,9,2,1,1,282,0,0,234000
0909275080,1940,1950,0,1,728,112,3,840,727,1567,1,1,1,2,6,2,1,2,440,0,21,205000
0909276110,1942,1950,0,1,547,224,0,753,741,1494,0,0,1,3,7,2,3,1,213,0,0,177500
0909282130,1954,1954,0,1,154,264,3,1112,0,1112,1,0,1,2,6,1,3,1,390,0,0,144800
0909425060,1941,1950,0,1,275,429,3,860,704,1564,0,1,1,3,7,1,3,1,234,0,0,174500
0909425130,1960,1960,132,1,65,621,1,1561,0,1561,1,0,2,3,6,1,3,2,463,0,148,193000
0909426090,1949,2005,0,1,312,248,0,986,537,1523,1,0,2,3,7,1,3,1,295,0,0,158000
0909427200,1950,2004,0,0,0,1092,3,1152,0,1152,0,0,1,3,6,1,3,1,300,0,36,158500
0909451040,1980,1980,0,0,0,516,1,516,516,1032,0,0,1,2,5,1,1,2,452,279,0,115000
0909451100,1980,1992,0,1,471,90,1,561,668,1229,1,1,1,2,5,1,3,2,462,176,0,137000
0909451140,1980,1980,0,0,0,561,1,561,668,1229,0,1,1,2,5,1,3,2,462,154,0,121000
0909451180,1980,1980,0,1,285,276,1,561,668,1229,0,1,1,2,5,1,3,2,462,150,0,124000
0909452050,1986,1986,242,1,454,118,2,1182,800,1982,1,1,2,3,6,1,2,2,501,400,112,208000
0909475040,1971,2009,0,1,803,581,1,2365,0,2365,1,0,2,3,7,2,3,2,551,200,144,315000
0909475300,1988,2007,260,1,808,72,3,1680,0,1680,1,0,2,3,5,1,3,2,540,292,44,222000
0910202070,1920,1997,0,1,456,216,2,672,672,1344,0,0,1,3,6,0,1,1,468,0,128,147000
0910204050,1900,1993,0,0,0,760,3,928,928,2168,0,0,2,5,11,0,1,2,576,467,160,123000
0910205020,1920,1950,0,0,0,596,1,596,596,1192,0,0,1,3,6,0,1,1,189,0,0,78000
0911104060,1925,1950,0,0,0,572,0,572,0,572,0,0,1,2,4,0,1,1,200,0,0,75000
0914465020,2000,2001,0,1,445,412,3,1040,1012,2052,0,1,2,3,7,1,2,3,642,210,91,251000
0914465040,2003,2003,0,1,1351,83,3,1518,631,2149,1,1,1,1,6,1,3,2,670,168,43,239686
0914465055,2004,2005,108,0,0,1710,3,1710,0,1710,0,0,2,3,7,1,3,2,550,100,48,240000
0914474070,2001,2002,0,1,690,114,3,804,1157,1961,1,1,2,3,7,1,2,2,560,125,192,215000
0916380070,2007,2008,70,1,1022,598,3,1620,0,1620,1,0,2,2,6,1,3,3,912,228,0,315500
0916382010,2009,2009,0,0,0,846,2,846,846,1692,0,1,2,3,6,0,3,2,650,208,114,224500
0916386140,2007,2007,0,1,16,1450,3,1466,0,1466,0,0,2,3,7,0,3,3,610,100,18,201000
0916403010,1988,1988,0,1,1005,387,1,1412,0,1412,1,0,2,3,6,1,3,2,576,0,0,175000
0916403200,1980,2006,0,1,462,250,3,1375,862,2237,0,1,2,3,7,1,2,2,440,305,24,204000
0916455070,2001,2002,136,1,1005,262,3,1296,0,1296,1,0,2,2,6,0,3,2,471,192,25,220000
0916460110,2003,2003,0,0,0,912,3,1072,942,2014,0,1,2,3,9,0,3,2,486,124,114,170000
0923201100,1968,1968,182,1,532,476,2,1008,0,1008,0,0,1,3,6,0,3,1,384,144,0,139500
0923203110,1998,1998,320,1,866,338,3,1204,0,1204,1,0,2,2,5,0,3,2,412,0,247,162000
0923203190,1999,1999,425,1,883,341,3,1224,0,1224,1,0,2,2,5,0,3,2,402,0,304,165000
0923225360,1973,1973,0,1,462,0,1,526,462,988,1,0,1,2,5,0,2,1,297,120,101,91000
0923225490,1968,1968,0,1,510,354,1,874,0,874,1,0,1,3,5,0,3,1,288,33,0,130000
0923226270,1970,2002,0,1,515,115,1,630,0,630,1,0,1,1,3,0,3,1,286,0,0,86000
0923227080,1969,2000,176,1,594,594,3,1404,0,1404,0,0,2,3,7,1,3,2,504,0,16,160000
0923228110,1970,1970,0,1,509,121,1,630,0,630,1,0,1,1,3,0,3,1,286,0,0,80000
0923228150,1970,2008,0,0,0,546,1,798,546,1344,0,1,1,3,6,1,0,0,0,0,0,97000
0923228230,1970,1970,0,1,273,0,1,546,546,1092,0,1,1,3,6,0,3,1,286,238,0,88000
0923230200,1972,1972,0,1,720,0,2,796,0,796,0,0,1,2,4,0,1,1,336,138,0,131900
0923252075,1993,1996,0,1,114,0,3,1091,0,1091,0,0,1,2,5,0,3,1,429,280,0,131250
0923275040,1978,1978,104,1,1097,0,3,1110,0,1110,1,0,1,1,4,1,3,2,602,303,30,165500
0923275140,1985,1985,0,1,625,208,3,833,0,833,1,0,1,3,5,0,0,0,0,0,0,112000
0923276260,1992,1993,0,1,718,0,1,883,0,883,1,0,1,2,5,1,1,2,698,100,32,149000
0923400110,1992,1992,0,1,330,294,1,624,663,1287,0,1,1,3,6,0,1,2,440,150,0,130000
0924100040,1977,1977,0,1,1567,0,1,1567,0,1567,1,0,2,2,5,2,3,2,714,264,32,196000
0924100060,1969,1969,178,1,496,0,3,784,848,1632,0,1,1,4,7,1,3,2,898,0,173,173000
0526353050,1970,1970,0,1,865,340,3,2117,0,2117,0,1,2,4,7,2,3,2,550,0,42,237500
0526354070,1969,1969,0,1,500,176,1,1092,1020,2112,0,1,2,4,9,2,3,2,576,280,0,206900
0527105050,1997,1998,0,1,706,220,3,926,678,1604,0,1,2,3,7,1,3,2,470,0,36,187500
0527106050,1995,1996,119,1,476,204,2,680,790,1470,0,1,2,3,7,1,2,2,420,192,49,165000
0527106140,1998,1998,0,1,851,75,3,926,678,1604,0,1,2,3,7,0,3,2,472,100,82,195500
0527106150,1998,1998,0,1,828,115,2,943,695,1638,1,1,2,3,7,2,3,2,472,100,38,192000
0527107010,1996,1996,0,1,138,778,2,916,720,1636,0,1,2,3,7,1,3,2,386,168,84,173000
0527107090,1996,1997,0,1,450,898,2,1384,0,1384,1,0,2,3,7,0,3,2,404,0,39,177900
0527107210,1996,1997,0,1,604,125,3,729,717,1446,0,1,2,3,6,1,3,2,406,264,22,175000
0527127140,2001,2002,0,1,1153,440,3,1593,0,1593,1,1,1,0,5,1,3,2,682,0,120,286000
0527131110,1997,1997,0,1,656,1008,3,1682,0,1682,1,1,1,1,6,1,3,2,528,0,0,247900
0527140090,1993,1993,0,1,733,604,2,1337,0,1337,1,0,2,2,5,1,3,2,462,96,0,180000
0527145090,1992,1992,0,0,0,1280,3,1280,0,1280,0,0,2,2,5,0,3,2,506,0,82,180000
0527161010,1997,1998,0,0,0,926,3,926,678,1604,0,1,2,3,7,1,3,2,470,0,36,181000
0527162180,1998,1998,0,0,0,932,2,932,701,1633,0,1,2,3,7,1,3,2,460,0,39,183000
0527212050,2005,2007,245,0,0,1122,3,1134,1370,2504,0,1,2,4,11,1,2,3,656,144,39,325000
0527226020,1952,1952,0,0,0,1632,1,1474,0,1474,0,0,1,3,7,2,3,2,495,0,0,115000
0527276040,1950,1950,44,0,0,1488,2,1488,0,1488,0,1,2,3,6,1,3,2,738,0,0,133000
0527301170,1986,1991,123,0,0,791,2,1236,857,2093,0,1,2,3,7,1,3,2,542,364,63,215000
0527301245,1988,1988,102,1,983,692,3,1688,0,1688,1,0,2,2,6,1,3,2,528,0,48,226500
0527302050,1981,1981,210,1,588,606,1,1422,0,1422,0,0,2,3,7,1,3,2,576,276,0,175500
0527302070,1983,1983,174,1,747,513,1,1260,0,1260,1,0,2,3,6,0,3,2,598,152,0,181900
0527302185,1978,1978,383,1,1206,656,1,2064,0,2064,1,0,2,3,7,2,3,2,550,200,0,235000
0527302210,1979,1979,194,1,864,469,1,1782,0,1782,0,0,2,3,6,1,3,2,551,467,0,220000
0527325070,1977,1995,424,1,896,434,1,1542,1330,2872,1,1,2,4,11,1,3,2,619,550,282,272000
0527325240,1976,1976,621,1,890,273,1,1211,0,1211,1,0,2,3,6,1,3,2,461,0,0,161000
0527326130,1977,1977,0,1,767,266,1,1126,0,1126,0,0,2,3,6,0,3,2,540,180,0,175000
0527354160,1980,1988,280,0,0,738,1,1277,767,2044,0,1,2,3,7,1,3,2,489,28,73,185000
0527357110,1969,1969,0,1,280,440,2,720,588,1308,0,1,1,3,7,0,1,2,484,0,0,146900
0527357180,1978,1978,168,1,988,432,3,1420,1420,2840,0,1,2,4,8,2,3,4,1314,0,16,292500
0527358120,1976,1976,160,1,644,549,1,1523,0,1523,0,0,2,3,7,1,3,2,478,0,0,180000
0527359030,1976,1976,120,0,0,1444,1,1444,0,1444,0,0,2,2,5,1,3,2,473,0,24,159900
0527359070,1976,1976,660,1,403,400,1,1098,866,1964,0,1,2,4,8,1,3,2,483,0,69,205000
0527378020,1973,2000,0,1,1084,92,2,1178,0,1178,0,1,1,3,5,1,3,2,439,224,0,157000
0527380240,1996,1996,402,1,1023,213,3,1236,1104,2340,1,1,2,4,9,1,3,3,787,192,180,306000
0527402060,1969,1969,0,1,602,14,2,1054,0,1054,1,1,1,3,6,0,3,2,460,180,0,151000
0527402130,1969,1969,72,1,252,684,1,936,0,936,0,0,1,2,4,0,3,1,288,16,0,111900
0527403360,1971,1971,0,1,119,132,1,864,0,864,1,0,1,3,5,0,1,2,576,0,0,123000
0527425035,1972,1972,0,1,600,264,1,864,0,864,0,0,1,3,5,0,1,2,576,216,0,111250
0527427110,1998,1999,0,1,266,1139,3,1337,0,1337,1,0,2,2,5,0,3,2,511,144,68,181000
0527450110,1973,1973,359,1,458,25,1,483,504,987,0,1,1,2,5,0,1,1,264,52,0,103400
0527450250,1973,1973,158,1,330,153,1,483,504,987,1,1,1,2,5,0,1,1,264,0,0,100000
0527450520,1972,1972,422,1,483,0,2,483,504,987,0,1,1,2,5,0,1,1,352,411,0,100500
0527451060,1970,1970,127,1,321,162,1,483,504,987,0,1,1,2,5,0,1,1,280,0,0,106000
0527451290,1971,1971,232,1,387,96,1,483,504,987,0,1,1,2,4,0,1,1,264,0,0,85400
0527451400,1971,1971,604,1,358,125,1,483,504,987,0,1,1,2,5,0,1,1,264,0,0,89500
0527451550,1972,1972,356,1,350,280,1,630,672,1302,0,1,2,3,6,0,1,1,264,0,0,111750
0527452150,1977,1977,0,1,559,510,1,1069,0,1069,0,0,2,2,4,0,3,2,440,0,55,140000
0527453160,1975,1975,0,1,286,275,2,855,601,1456,0,1,2,4,7,0,3,2,460,0,0,143000
0527454120,1977,1977,0,1,378,677,0,1055,0,1055,0,0,2,2,4,0,3,2,440,0,38,148500
0527455270,1966,1966,65,1,340,524,1,892,0,892,0,0,1,3,5,0,3,1,264,0,0,110000
0528108150,2007,2007,302,1,1012,570,3,1582,0,1582,1,0,2,3,7,0,3,3,905,209,95,317500
0528110080,2007,2008,436,1,1400,310,3,1710,0,1710,1,0,2,2,6,1,3,3,866,0,102,372402
0528110110,2007,2007,554,1,1728,195,3,2464,0,2464,1,1,2,4,9,1,3,3,650,358,78,417500
0528118030,2006,2006,270,1,1420,430,3,1850,898,2748,1,1,2,4,9,1,2,3,850,212,182,390000
0528120130,2005,2005,368,1,1249,165,3,1414,917,2331,1,1,2,3,9,1,2,3,1003,192,63,379000
0528142140,2004,2004,126,1,856,292,3,1170,1162,2332,1,1,2,4,9,1,2,3,756,224,142,316000
0528178090,2003,2003,221,0,0,1765,3,1804,886,2690,0,1,2,4,9,1,2,3,795,268,58,370000
0528181010,2005,2005,144,1,20,1347,3,1367,0,1367,0,0,2,2,6,1,3,2,484,0,33,192000
0528186160,2006,2007,176,1,846,496,3,1342,0,1342,1,0,2,2,6,1,3,2,550,0,35,234250
