PID,LotArea,LotShape,BldgTp
0909254140,4280,1,1
0909254150,5362,1,1
0909275110,7230,1,1
0909275310,22420,0,1
0909276210,7810,0,1
0909279080,11275,0,1
0909281020,6221,0,1
0909281130,10570,1,1
0909282020,7259,0,1
0909425140,14442,1,1
0909425270,13125,1,1
0909428180,25485,0,1
0909428340,21579,0,1
0909451130,1782,1,0
0909452102,17871,0,1
0909455060,3907,0,0
0909475050,20693,0,1
0909475230,18044,0,1
0910200040,8500,1,1
0910200110,7000,1,1
0910201050,7288,1,1
0910201110,6060,1,1
0910202030,3672,1,1
0910203290,8263,1,1
0910204090,8967,1,1
0910205130,13710,1,1
0911103060,8250,1,1
0911128010,6565,1,1
0911128020,6060,1,1
0911370450,5568,0,0
0911370460,4750,0,0
0914452090,12150,0,1
0914452120,7540,0,1
0914452190,9187,1,1
0914460020,10000,1,1
0914460110,12864,0,1
0914476330,9928,0,1
0914478020,8750,0,1
0914478100,8410,0,1
0916226090,4054,0,0
0916253320,9763,0,0
0916326040,16905,1,1
0916326090,19958,1,1
0916384050,8368,0,1
0916384080,9037,0,1
0916384150,10991,0,1
0916386170,10656,0,1
0916403040,10331,1,1
0916403290,13758,0,1
0916455010,9303,0,1
0916455050,6718,0,1
0916455110,9590,0,1
0916455150,11305,1,1
0916460020,7777,0,1
0916475020,14536,1,1
0921126010,15306,0,1
0921205070,12665,0,1
0923202134,8402,1,1
0923204050,25286,1,1
0923225040,4224,1,0
0923225050,4224,1,0
0923226300,1504,1,0
0923228200,1533,1,0
0923228220,1495,1,0
0923228250,2001,1,0
0923228290,1936,1,0
0923228390,1890,1,0
0923229010,11333,0,1
0923229040,9129,1,1
0923229140,33983,0,1
0923230010,8286,0,1
0923230120,6723,1,1
0923230180,7244,1,1
0923251160,27697,1,1
0923252080,7599,1,1
0923275010,11000,0,1
0923275200,8314,1,1
0923276180,11625,0,1
0923400150,10712,1,1
0923425030,10447,1,1
0526302030,11027,0,1
0526302040,10533,0,1
0526302120,11765,0,1
0526303060,39384,0,1
0526354020,11727,1,1
0527105060,8238,0,1
0527106010,13006,0,1
0527107020,13041,0,1
0527107030,13031,0,1
0527107120,9783,0,1
0527107240,11207,0,1
0527108010,19378,0,1
0527108020,14859,0,1
0527108030,13128,0,1
0527108040,10463,0,1
0527108060,13751,0,1
0527108090,23257,0,1
0527146135,13108,0,1
0527158020,8076,0,1
0527163020,7685,0,1
0527166030,9084,0,1
0527182020,3701,0,0
0527190050,5306,0,0
0527190220,6563,0,1
0527210050,12292,0,1
0527250040,34650,1,1
0527252090,8147,1,0
0527254070,11302,0,1
0527301010,14145,1,1
0527302080,13837,0,1
0527325160,16659,0,1
0527327080,18800,0,1
0527328010,10464,0,1
0527354040,10400,1,1
0527355060,10530,1,1
0527355280,10240,1,1
0527356060,11475,1,1
0527358090,9927,0,1
0527365010,9512,0,1
0527376090,10140,1,1
0527376110,10140,1,1
0527377030,10140,1,1
0527378010,10000,1,1
0527402210,15870,0,1
0527402380,9353,1,1
0527403120,8125,0,1
0527404180,7200,1,1
0527427210,8773,0,0
0527450010,2760,1,0
0527450080,2160,1,0
0527450210,1953,1,0
0527450460,1890,1,0
0527451200,1680,1,0
0527451380,1680,1,0
0527451450,1680,1,0
0527451460,1680,1,0
0527451520,1680,1,0
0527452070,4043,1,0
0527452290,7514,1,1
0527452310,7838,1,1
0527453070,2280,1,0
0527455100,2179,1,0
0528102010,16737,1,1
0528102080,16387,0,1
0528106120,16163,1,1
0528112010,12228,1,1
0528116030,16033,0,1
0528118110,13975,0,1
0528120110,10240,1,1
0528142060,10672,0,1
0528142070,11643,0,1
0528142110,12378,0,1
0528144030,11065,0,1
0528164040,11846,0,1
0528172020,10927,1,1
0528172150,13215,0,1
0528174080,7052,0,0
0528181030,6955,0,0
0528181040,6792,0,0
0528186100,7740,1,0
0528188040,3136,0,0
0528218030,10237,1,1
0528218060,10237,1,1
0528218080,10237,1,1
0528218130,17104,0,1
0528218140,14054,0,1
0528221010,11660,0,1
0528221100,15578,0,1
0528222010,11631,0,1
0528222020,9073,0,1
0528228280,3087,1,0
0528228325,3196,1,0
0528228340,3196,1,0
0528228360,2938,1,0
0528228415,3072,1,0
0528228430,3072,1,0
0528228545,3010,1,0
0528228550,3010,1,0
0528228565,3013,1,0
0528228575,3982,1,0
0528228580,4045,1,0
0528231050,21930,0,1
0528235050,7861,0,1
0528235130,9056,0,1
0528235190,9171,0,1
0528240080,11194,0,1
0528250060,7875,1,1
0528275060,8121,0,1
0528275080,8658,0,1
0528280100,11214,0,1
0528290140,10852,0,1
0528294070,8738,0,1
0528315030,9452,1,1
0528315070,9660,0,1
0528315080,9545,1,1
0528327010,9233,0,1
0528344060,12011,0,1
0528348010,12090,1,1
0528358030,10019,0,1
0528363070,10236,0,1
0528365090,10120,1,1
0528366040,12585,0,1
0528429060,12447,0,1
0528429120,20896,0,1
0528429130,10182,0,1
0528439030,8688,1,1
0528445010,10936,1,1
0528456200,8640,1,1
0528477030,11216,1,1
0528480070,10728,1,1
0528480100,8125,1,1
0528480110,8125,1,1
0528480150,8125,1,1
0528488110,7200,1,1
0528488120,7500,1,1
0528488130,7200,1,1
0531363080,7733,0,1
0531367010,11024,0,1
0531375060,13072,1,1
0531375070,13072,1,1
0531375100,13072,1,1
0531376030,7800,1,1
0531376050,7632,0,1
0531379030,8304,0,1
0531450040,7153,1,1
0531451290,9370,0,1
0531452080,7175,1,0
0531452100,7175,1,0
0531452210,9019,0,1
0531478010,8900,1,1
0531479030,7800,1,1
0532351060,9100,1,1
0532353030,9240,0,1
0532353180,8471,0,1
0532376080,9308,0,1
0532376180,8450,1,1
0532376250,8638,0,1
0532378050,13052,0,1
0532378070,13526,0,1
0532378130,8020,0,1
0532378160,6993,1,1
0532378220,8789,0,1
0532476050,14330,0,1
0533110130,16059,1,1
0533125120,11025,1,1
0533127080,14541,0,1
0533128030,13346,0,1
0533128090,12461,1,1
0533206040,3628,1,0
0533208050,3316,0,0
0533212100,3180,1,0
0533212110,2544,1,0
0533212120,2544,1,0
0533212130,3180,1,0
0533221080,2998,1,0
0533223010,3735,1,0
0533223080,2651,1,0
0533223110,4447,0,0
0533241010,8314,0,1
0533242030,7180,0,1
0533250130,9549,0,0
0533252020,11250,0,1
0533253030,3760,0,0
0533253050,3640,0,0
0533253090,3874,0,0
0533253160,3876,0,0
0534125210,13110,0,1
0534127190,20781,0,1
0534127270,11700,1,1
0534128210,11029,0,1
0534175100,10140,1,1
0534176250,9600,1,1
0534201130,9750,1,1
0534201230,9600,1,1
0534201250,8640,1,1
0534201260,9360,1,1
0534201280,8400,1,1
0534201300,8400,1,1
0534202020,9759,0,1
0534202180,9600,1,1
0534226060,9230,1,1
0534250300,14803,0,1
0534275010,10659,0,1
0534276010,9100,1,1
0534400120,8800,1,1
0534403280,8800,1,1
0534403400,10368,0,1
0534403440,9350,1,1
0534427090,10382,1,1
0534429130,10800,1,1
0534430050,8550,1,1
0534430110,11425,0,1
0534431030,9724,1,1
0534451050,4712,0,1
0534451120,5900,0,1
0534451130,5825,0,1
0534453150,7438,0,1
0534455080,9600,1,1
0534475160,10858,1,1
0534476100,9600,1,1
0534477030,10680,1,1
0534479130,9490,1,1
0534479240,9462,1,1
0534479300,9888,1,1
0535103070,12700,0,1
0535105160,8500,1,1
0535125060,14200,1,1
0535150240,9000,1,1
0535150300,25419,1,1
0535151080,9723,0,1
0535152070,8163,1,1
0535152280,8400,1,1
0535176050,11600,1,1
0535177100,9610,0,1
0535179050,14850,0,1
0535180020,10152,1,1
0535180070,10011,0,1
0535301150,8092,1,1
0535303050,11310,1,1
0535304020,12778,1,1
0535305120,10170,1,1
0535325130,7700,1,1
0535325340,11050,1,1
0535325350,13600,1,1
0535325450,15428,1,1
0535327210,13300,1,1
0535354130,7500,1,1
0535355100,7000,1,1
0535375040,10410,1,1
0535376090,5400,1,1
0535376100,5400,1,1
0535377070,10914,1,1
0535377100,7008,1,1
0535379100,10800,1,1
0535380010,7200,1,1
0535380130,10818,1,1
0535381060,10410,1,1
0535382020,10800,1,1
0535382130,10800,1,1
0535401140,8658,1,1
0535402070,13400,1,1
0535402100,10184,1,1
0535402220,9786,0,1
0535402230,9510,1,1
0535403040,7800,0,1
0535403150,8910,1,1
0535403200,7332,1,1
0535404080,7100,0,1
0535425040,10800,1,1
0535426195,16321,0,1
0535450100,12144,1,1
0535450180,10800,1,1
0535453160,7560,1,1
0535456020,7945,1,1
0535457070,7000,1,1
0535477060,7590,1,1
0535478010,10205,0,1
0535478070,7400,1,1
0535478090,7000,1,1
0535478110,7000,1,1
0902100110,9856,1,1
0902100130,9906,1,1
0902101050,9600,1,1
0902103090,5520,1,1
0902104020,9600,1,1
0902106040,9600,1,1
0902108060,3960,1,1
0902109010,5684,1,1
0902110120,7745,1,1
0902110130,7741,1,1
0902111010,5633,1,1
0902125020,9000,1,1
0902128020,7200,1,1
0902128100,4400,1,1
0902134060,7614,1,1
0902204060,6000,1,1
0902204120,6000,1,1
0902206020,7830,1,1
0902206090,9576,1,1
0902207080,5820,1,1
0902207110,5747,1,1
0902325050,10800,1,1
0902325100,6300,1,1
0902325160,5000,1,1
0902328100,8850,0,1
0902329070,3600,1,1
0902329090,7200,1,1
0902400090,11340,1,1
0902400110,22950,0,1
0902406030,9750,1,1
0903200050,7446,1,1
0903202120,6435,1,1
0903206160,11737,0,1
0903225090,5000,1,1
0903229040,7800,1,1
0903231070,6240,1,1
0903231190,6240,1,1
0903231220,6120,1,1
0903231240,6120,1,1
0903233100,6240,1,1
0903233220,6120,1,1
0903234030,6000,1,1
0903235020,6000,1,1
0903236200,6380,1,1
0903400030,11672,0,1
0903425190,33120,0,1
0903425340,9873,1,1
0903430090,5310,1,1
0903430130,4118,0,1
0903454020,9000,1,1
0903454080,8600,1,1
0903455090,7200,1,1
0903456060,9786,1,1
0903456090,6780,1,1
0903458010,7200,1,1
0904100030,12375,1,1
0904101040,6930,0,1
0904302020,5220,0,1
0904302030,5500,1,1
0905100030,11235,1,1
0905101450,8414,1,1
0905103130,11327,0,1
0905103140,11777,0,1
0905103180,10366,0,1
0905105010,9000,1,1
0905106210,11553,0,1
0905107070,7844,1,1
0905107220,9535,0,1
0905107240,10335,0,1
0905107300,7176,0,1
0905200280,13650,1,1
0905200290,13125,1,1
0905200340,17920,1,1
0905200380,17529,1,1
0905200490,10246,0,1
0905201090,14175,1,1
0905202190,20355,1,1
0905202210,13050,1,1
0905225080,15593,1,1
0905300010,10820,1,1
0905300080,13350,0,1
0905351150,5271,0,1
0905402110,9375,1,1
0905403050,6488,1,1
0905426150,19690,0,1
0905427140,11679,0,1
0905451410,10519,1,1
0905452140,9525,1,1
0905452150,9525,1,1
0905475150,6420,0,1
0905480160,7585,1,1
0906202040,11200,1,1
0906204180,12128,0,1
0906223180,9554,0,1
0906380110,11003,0,1
0906380150,7488,0,1
0906380170,7406,1,1
0906380180,6762,1,1
0906382030,11210,0,1
0906382040,8990,0,1
0906382050,8760,1,1
0906392090,13377,1,1
0906392100,11645,1,1
0906392120,11645,1,1
0906394010,10984,0,1
0906394040,9316,1,1
0906394060,9316,0,1
0906420020,10041,0,1
0906426090,36500,0,1
0906475050,21453,0,1
0906475200,70761,0,1
0906476140,12000,1,1
0907125020,8846,0,1
0907125080,13015,1,1
0907130110,12438,0,1
0907131070,8685,0,1
0907135230,13568,0,1
0907175030,9100,1,1
0907175060,9236,0,1
0907180120,10264,0,1
0907181090,9272,0,1
0907187010,13426,0,1
0907192010,13450,0,1
0907194130,14006,0,1
0907196020,13704,0,1
0907200170,10780,0,1
0907201160,8340,0,1
0907201230,10385,0,1
0907202140,9920,0,1
0907203010,9560,0,1
0907203040,9800,1,1
0907227090,7200,1,1
0907230240,3612,0,0
0907251100,11367,1,1
0907252050,9930,0,1
0907254050,9468,0,1
0907255010,11088,1,1
0907255050,14781,0,1
0907262080,8726,1,1
0907265030,8125,1,1
0907270050,10566,0,1
0907275030,21533,0,1
0907285010,11250,0,1
0907285100,11250,1,1
0907290020,9750,1,1
0907290080,9100,1,1
0907290160,4435,1,0
0907290230,4435,1,0
0907290260,15611,1,1
0907401050,8810,1,1
0907401080,12393,0,1
0907405030,9135,1,1
0907410040,8581,0,1
0907410100,8400,1,1
0907410110,10084,1,1
0907412010,11645,0,1
0907414040,8772,1,1
0907418020,8846,1,1
0907420070,8461,1,1
0907420090,8767,0,1
0908102020,8777,1,1
0908102320,17755,1,1
0908102330,8877,1,1
0908127050,16133,1,1
0908128100,7162,1,1
0908178050,11060,0,1
0908188110,2522,1,0
0908188120,2522,1,0
0908188130,2522,1,0
0908188140,2522,1,0
0908188150,3363,1,0
0908225180,6956,1,1
0908227010,7822,1,1
0908227030,8707,1,1
0908227040,8410,1,1
0908228040,9738,1,1
0908275220,8172,1,1
0909101050,8248,1,1
0909101080,8248,1,1
0909101190,6204,1,1
0909101330,8088,1,1
0909103020,11388,1,1
0909131125,7082,1,1
0909175030,8400,1,1
0909176180,10890,1,1
0909201180,6430,1,1
0909250070,7000,1,1
0909250120,13132,1,1
0909250200,4899,1,1
0909250210,6000,1,1
0909253080,9399,1,1
0909254070,7588,1,1
0909256010,10164,1,1
0909256020,6191,1,1
0909275230,9550,0,1
0909275250,21780,1,1
0909276010,11435,0,1
0909276070,12400,1,1
0909279040,11600,1,1
0909280030,11500,0,1
0909280070,8170,0,1
0909281010,16560,0,1
0909282110,14210,0,1
0909425120,14115,0,1
0909425180,12984,1,1
0909426060,15600,1,1
0909428110,15750,1,1
0909475020,16381,0,1
0910200020,7288,1,1
0910200060,7000,1,1
0910203100,8534,1,1
0910203230,7030,1,1
0910207110,8765,1,1
0910226060,9060,1,1
0911175430,9000,1,1
0911225110,8520,1,1
0911370530,3842,0,0
0913350030,23580,0,1
0914474020,9116,1,1
0914476130,11080,1,1
0916225130,26178,0,1
0916325040,50102,0,1
0916326010,16669,0,1
0916402125,13811,0,1
0916403020,8049,0,1
0916475100,14331,1,1
0916477010,13618,1,1
0921205030,11443,1,1
0923203090,4500,1,0
0923203100,4500,1,0
0923205120,17217,1,1
0923225190,2665,1,0
0923225240,2665,1,0
0923225260,3964,1,0
0923225510,10172,0,1
0923226180,1470,1,0
0923226290,1484,1,0
0923227100,13384,1,1
0923228130,1533,1,0
0923228210,1526,1,0
0923228260,1936,1,0
0923250060,17400,1,1
0923251180,20000,1,1
0923275080,7937,0,1
0923276100,8885,0,1
0923400125,10441,1,1
0924100070,10010,1,1
