"product_id","page","page_order","recommended","date","text","hours","compensation","user_id","username","products","found_funny","early_access"
"1006510","12","0","True","2019-02-24","Definitely the best horror game I ever played ! Truly scary, must play","3.6","Product received for free","76561198383215743","R4zoR","7","","False"
"1006510","12","1","True","2019-02-24","The scenes really take me back to old days. Very fine details.","3.5","","76561198926179336","elaineche","1","","False"
"1006510","12","2","True","2019-02-24","Disregard the negative review if you aren't PRC Chinese who get offended by poking fun at PRC leader.\nGame itself is a solid horror game that has good story that is very related to Asian families.","2.7","","","CrazyPazzy","151","","False"
"1006510","12","3","True","2019-02-24","Love the details of the artwork and story line. The translation is also on point given that a lot of the specific terms for the Chinese rituals are extremely hard to be explained to a non-Chinese audience without writing an essay about it.\nThe music, especially the ending credit and theme songs, fits the atmosphere so well that I couldn't stop looping it in my head.\nIt was not as scary as I thought (i.e. not many jumpscares or gore), but it's definitely creepy af. It's that type of games that keeps you awake at night.\nFor those who are worrying about the short gameplay: don't rush it through, take your time to absorb the Taiwanese culture in the 80's and learn the backstory. It's gonna be much scarier when you could immerse yourself in that place in time where people were blinded by their own superstition (well, ironically that's exactly what happened to this game recently).\nOverall, money and time well spent. Look forward to the next game by Red Candle!","3.7","","","tresila","1","","False"
"1006510","12","4","True","2019-02-24","This game is not good at all.  www\nbcos its so scary that some of my friends are afraid of playing it by themselves...\nI think there are following reasons...\n1.many scenes are very similar with the memory of 1980's in Taiwan\nhome doors(even now it is the same type), tv  programs and ads, telephone...\n2.u nearly cant fight to anything but the fear in ur  mind\n3.u cant run or escape, but u can walk slowly and immersive in the atmosphere","7.5","","76561198162481634","liberation52040(SUNSHINEGIRL)","1","1","False"
"1006510","12","5","True","2019-02-24","Good game.  I left this comment just hope to wash away some negative comments by Chinese people.","1.7","","76561198347592116","spark60416","4","","False"
"1006510","12","6","True","2019-02-24","You should play this game.  It is imaginative and unique in its story-telling methods, emotionally provocative and graphically diverse and beautiful.  Red Candle's first game, Detention, was so impressive and affecting that I bought this game confident in its quality.  I was more than satisfied with it- it is really outstanding, as was Detention.  These games are so involving that it's hard to stop playing...and so good you don't want them to end.","4.9","","76561198224640540","davessugarkane","91","","False"
"1006510","12","7","True","2019-02-24","excellent!","1.2","","76561198312189961","蛋踢球","3","","False"
"1006510","12","8","True","2019-02-24","The story is great, the game graphics are very detailed and with some awesome easter eggs .\nExcellent game, very recommended.","0.3","","","Juan Huang","2","","False"
"1006510","12","9","True","2019-02-24","This game does not emphasize on puzzle solving, but the atmosphere and the story are amazing!\nI am really impressed by the game. I hope more and more people can know this game. This is really the pride of Taiwan.","7.3","","76561198394731904","as86456","2","","False"
"1006510","13","0","True","2019-02-24","great story and atmosphere. the game play is quite linear, but it is more than a walking simulator with some interesting section. the total game play is around 2 hours, but its well worth the price.\nI hope some day will see the VR port of this game, which seems a great fit.","3.5","","","siuying","307","","False"
"1006510","13","1","True","2019-02-24","Good Story and Good design of the game. Good job for the team.\nAnd I was absolutely disappointed by the chaos that made by the communist Chinese.\nIf we would like to have more good games, we have to stand up to say NO to those who want to destroy our freedom and who would like to apply their despotism and political correctness all over the would and try to destroy our freedom and democratic society. It is absolutely a war.","1.5","","","wanleung","347","","False"
"1006510","13","2","True","2019-02-24","Recommended as the game reflects the society and the influence of cults in the past Taiwan, and bring horror to real life by irritating a cult which is now criticizing this game.","0.1","","76561198007665246","Sivda","837","","False"
"1006510","13","3","True","2019-02-24","Excellent game. Great storyline.","2.8","","76561198029201035","player","35","","False"
"1006510","13","4","True","2019-02-24","Good game, wanted to wash away the mainlander's negative reviews.\nBut I doubt my review will change a thing","3.2","","","Respected Senpai","17","","False"
"1006510","13","5","True","2019-02-24","Excellent artwork and story line !","3.7","","76561198036260523","bigbite","45","","False"
"1006510","13","6","True","2019-02-24","This is not only a horror game but also reflects Taiwan's culture and society from the past to the current international environment. The team diligently created the game assets which represent 80's Taiwan memory while it reminds me of something of my childhood.\nI don't play PC game but Devotion.","3.8","","76561198923322713","gotoschool19","1","","False"
"1006510","13","7","True","2019-02-24","good story\namazing music","1.3","","","ILYB","61","","False"
"1006510","13","8","True","2019-02-24","A great game with very thorough understanding to Taiwanese culture and religion.","4.5","","76561198044175160","s910807s910807","33","","False"
"1006510","13","9","True","2019-02-24","I love music !!!!","5.8","","76561198083901997","y12341234","6","","False"
"1006510","14","0","True","2019-02-24","The story is short and has an open-end, which makes me feel a little unsatisfied. Hope there will be some DLC to reveal more. But I like that there are such rich details in each scene, RedCandle really did a great job for this. I spent lots of time to observe the objects: old furniture, old domestic appliance, the house itself, the classical doors.... It's so 1980s Taiwanese style which could recall people's memories from their childhood.\nThe music is also the attractive part for me. I like the song which the little girl sang in the TV show, and the full version can  also be heard during the closing credits. The lyric seems to imply the name of the game, and it really touches me.","4.9","","76561198359973565","Clare","26","","False"
"1006510","14","1","True","2019-02-24","This game is definitely a masterpiece.\nSo many thanks for Red Candle bring us such a great game and story.\nBTW I can't control my tears from falling when the girl says ""Let's go home daddy"" in the end.","3.6","","76561198142146839","x774436248","12","","False"
"1006510","14","2","True","2019-02-24","It's good. The pacing/atmosphere/story is good albeit too short (about 3-4hours)\nAnd to all the PRC Drone review bombing, he does look like winnie the freaking pooh.\nDeal with it, and stop being such insecure tools.\n(Or ask him to do some damn exercise if he's that sensitive)","2.8","","","Gandalf The Pimp","42","1","False"
"1006510","14","3","True","2019-02-24","Amazing quality and experience, I love it!\nThis game deserve some supports and good feedback uwu!!","1.0","","","Crane","19","","False"
"1006510","14","4","True","2019-02-24","Perfect EXCELLENT Horror game from Taiwan.\nNOT CHINA lol\nFascinating atmosphere  so nice can't stop myself.\nA puzzle game about blind faith in cults.\n&make some believers in totalitarian countries to be ashamed into anger.\nBRAVO!","3.4","","76561198024144177","Mammon","121","1","False"
"1006510","14","5","True","2019-02-24","one of the best games I have ever played. Amazing game.","2.7","","76561198003876967","Barcarulez","267","","False"
"1006510","14","6","True","2019-02-24","不敢玩，已視頻通關，覺得值得支持所以回頭購買遊戲並放下好評\n氣氛營造出色，配樂亦相當不錯\n故事格局雖小，有意猶未盡的感覺，但能夠自圓其說並且足夠感人\n遊戲性較為單薄，但作為一款劇情遊戲尚可接受\n總括而言，作為少數以中華／台灣文化為題的遊戲，表現相當不俗，值得支持","0.3","","","Fatisgone","122","","False"
"1006510","14","7","True","2019-02-24","This is my first time leave comment on steam. This is awesome jump scares game.\nFor more benefit, this game can also make the CHI-NA madness.\nGuys, just buy it if you hate the CHINA even you don't play the horrible game just like me. :-)","0.2","","76561198002994713","higundamhws","86","1","False"
"1006510","14","8","True","2019-02-24","I won't be lying if I say I decided to check this game out purely because of a certain Easter egg.\nWhat you get in the package is your typical spooky walking simulator, albeit with an interesting flavor that Asian culture gives it. You'll find yourself asking whether it is you (the protagonist) is simply going through insanity and coping with his loss, or these things do happen for real. Maybe I didn't read all in-game notes crucial to the story, but you don't get an actual closure to the story. Only symbolism, which there are lots of in Devotion. I also kinda liked that 2D platformer section, which could be a game of its own. Also, the artstyle of the ending sequence. It's really gorgeous.\nIn my opinion, however, the game would have been way better if the developers went with psychological horror genre and didn't include jumpscares. These were really annoying. Otherwise the game is fine if you're into that kind of games.","2.9","","","p0sixkillah","607","3","False"
"1006510","14","9","True","2019-02-24","ok","3.7","","76561198097803198","yc_floydispink","17","","False"
"1006510","15","0","True","2019-02-24","Devotion pulls you in and doesn't let go until the very end.\nIf you enjoyed Detention then you will enjoy Devotion. The attention to detail, the music, the atmosphere, and the horror are all rolled up into one lovely package. Although it's not a terribly long game it's certainly worth the experience and I look forward to seeing what RedCandleGames has in store for us in the future.","12.3","","","Cynastix","1206","","False"
"1006510","15","1","True","2019-02-24","I never heard this game before.\nI'm not interested in horror games, and tbh I don't wanna play it at all.\nBut I still purchased (& played for 5 mins to write this review)\nTAIWAN NO.1 & F❤❤K YOU CHINA","0.2","","","Sleeeeeeeeep","34","4","False"
"1006510","15","2","True","2019-02-24","Good Game!\nLove the song and every detail in the game.\n100% recreate the days in 1980s of Taiwan.","2.3","","76561198088128309","arthas1123","55","","False"
"1006510","15","3","True","2019-02-23","This is one of the most satisfying and magnificent horror game I have ever played. Beside those irrational Chinese Poohs' unreal common, this game is really worth to play","4.0","","76561198346056945","kavingarnett21","4","","False"
"1006510","15","4","True","2019-02-23","An fantastic horror game developed by a Taiwanese team. Even though I am not a person who likes horror game, especially the one including jump scares, the sound effect and art design in Devotion are wonderful. Red candle perfectly reappears Taiwanese society in 1980s.\nUnfortunately, this game is receiving an uncountable negative review left by Chinese player. The reason was an in-game charm said, “Xi Jinping Winnie the Pooh Moron”. Since Red Candle received the report by the player on Feb 21, they fixed the charm immediately (v1.0.5). However, the most of Chinese player has downloaded the ""pirated"" Devotion. Therefore, the charm mistake couldn't be fixed since it can't update by Steam. The charm incidence makes the majority of Chinese player keep abusing this wonderful game and say it hides an ideology of ""pro-Taiwan independence"". Moreover, another game produced by Red Candle in 2017, Detention, is receiving critical common as well.\nOn the released date of Devotion, the streamers all around the world has opened the live stream, including Chinese players. Since most of the Chinese people think Taiwan is a part of China, they added ""Domestic game"" on the title of their stream. However, after the charm incidence, Devotion, any related video and discussion were banned in China with the following criticisms to Red Candle. In order to express their anger, Chinese players malicious left negative reviews to pull down the rating. In my opinion, it is irrational and ridiculous. I still see people discussing Devotion on social media, opening stream on Youtube and reading the article about the meaning behind the game. Therefore, it is an evidence to prove that Taiwan is an independent country with the freedom and democracy.\nLast time, Red Candle told us the White Horror happened in 1950s, taught us to cherish the freedom and democratic society we have today. This time, they are going to bring you to 80s. Through the investigation in the old apartment, you gonna discover how the pure paternal love and the superstition lead the story to a tragic ending.\nAs a Taiwanese, I hope the players from other country can give a try to this amazing game which made by Taiwanese team.\nThank you Red Candle, looking forward to your next product :)\nMore details about the charm incidence:","10.2","","76561198920758971","inspirit03130903","1","5","False"
"1006510","15","5","True","2019-02-23","Beautiful game. No spoilers but it's very emotional. A must buy!!!!!!!!","2.5","","76561198417582640","Tyrant","30","","False"
"1006510","15","6","True","2019-02-23","great atmospheric horror, the review bombers need to also do some soul searching","2.6","","","shildosh","308","","False"
"1006510","15","7","True","2019-02-23","a great game review-bombed by immature Chinese people because of some silly political factors\nit is just  adequately reflect the early social conventional faith and never run out of steam\n畫面流暢，劇情寫實，還有一點黑色幽默，這也是我第一個買的台產遊戲值得一玩","0.6","","76561198926446234","p00185","1","3","False"
"1006510","15","8","True","2019-02-23","Such an amazing with introspective eastern egg hidden within.","5.3","","76561198161590026","barry2871","40","","False"
"1006510","15","9","True","2019-02-23","This great game is being review-bombed because Chinese users are launching review-and-refunding attack.","0.3","","76561198351926506","675bear","20","","False"
"1006510","16","0","True","2019-02-23","Streisand effect:\nTry to censor something unfavorable, only to amplify its message.\nI didn't plan to buy this game in the first place as I am a scaredy cat to horror games, but after I read about all the Winnie the Pooh drama, I fully support game developers' freedom of speech to criticize matters as they see fit; a right that sadly does not exist in China.\nSo I basically bought this game to own the commies. Bite me.\nEven my game experience mostly consists of ""NOPE NOPE NOPE JUMPSCARE COMING NOPE"", the plot element is extremely powerful. Piece by piece you discover the story behind the family and how misplaced love and care can lead to tragedy, despite the genuine empathy.\nFor people who are interested in Taiwanese folk culture and suspenseful storytelling, give this one a shot.","1.1","","","Adelheid Crescent","108","","False"
"1006510","16","1","True","2019-02-23","This is the best horror game I've ever played in my life. The details in scene threw me back to my childhood at Taiwan, give it the phone, TV, radio, photo / posts on the wall, chairs... all the things. The sound effect is also the best, give it the background sound of typhoon nights, the bird tweeting door bell sound, water bowling pot, and again, all of these are just like coming out of real life memory. The music is also the best, such as Lady of the pier, it's a lovely song that I cannot stop listen to it again and again. And talking about the story, it's yet another best thing I've ever seen. Personally I went through many of the struggles and the emotional up and down people had in the game plot, I can totally feel the way the character felt in the game. While this may seem like just a horror game, there are some really deep meaning behind it. Anyway, if you enjoy horror game, this is something you must play.","6.2","","76561197965663094","Fang-Pen Lin","120","","False"
"1006510","16","2","True","2019-02-23","Bought it because the Chinese hate it\n10/10 would do again","0.2","","76561197998773969","冬摩","196","3","False"
"1006510","16","3","True","2019-02-23","Good game. Forget the review bombing nonsense.","3.2","","76561198103329260","Magi","375","1","False"
"1006510","16","4","True","2019-02-23","is a true\n, whether on its story, graphics, atmosphere, music or the details on religious and background of TW. I have played games with good contents, graphics or good atmospheres. Please ignore the bombarding negative reviews of Devotion which might distort your impression of this game.\nDespite some controversial “\n” being raised, it is still a great masterpiece.\nIf you are looking for a super scary game like outlast, this might not fit with your desire. Still, the team did a great job treating scary moments (you do need to have braveness and a strong heart). Although everything looks familiar to me, the cultural influence still makes me feel creepy. The story is based on Taiwanese society around 80s, depicting a family that was influenced by the social atmosphere and false religious beliefs. The story is well designed, suspenseful, tragic, but cozy and touching. I really enjoyed it. The open ending makes me feel complex and makes me be involved in figuring out what is really going on with the story.\nThe graphics might not be as good as 3A title games, but it’s still very realistic like you’re in one of the old apartments. It’s pretty detailed that’s enough to create the environment and horrific atmosphere for storytelling, especially at this price point. The texture and the objects are realistic. The apartment looks very similar to the old houses that you will see in Taiwan. There are lots of references based on the contemporary background, such as the posters, TV show, time and dates, etc. The religious references are very detail as well, such as the rituals, idols, taboo.\n, illustrated by the team and the award winning Mandarin Band to display the girl Mei Shin’s complex mind.\nHowever, there are indeed somethings that makes me a little bit disappointed but will not affect the actual gaming experience. I would agree that there are some points where the climax has not been reached but already ends. In other words, I wish there would be more things. In regard to the amulet that most Chinese people felt insulting, it will not affect the gameplay if you don't figure out very carefully.\n. The controversial amulet, although does sound like insulting the leader of China,\nNonetheless, though claimed as mistakes, the game developers need to take some responsibilities (they did) for that because it does sound a bit like\n(\n).\n*Spoiler Alert* Some explanations after gameplay if you do not understand (put pointer on black box):\nAgain, as mentioned in the game:","7.5","","","Tello","12","","False"
"1006510","16","5","True","2019-02-23","The irony is that when this game released, so many Chinese thought it was made by China. Actually, this is a game made by Taiwan!! And this game is a metaphor for people who living in China brainwashed by dictatorial government.\nlink:","4.0","","","Hibati","33","1","False"
"1006510","16","6","True","2019-02-23","Nowadays, the Chinese government always claims that ""Taiwan is a part of China.""\nPeople in the world don't even have a chance to know Taiwan because of them.\nThis game will help you know the religion, the traditional Taiwanese culture and superstitions.\nThrough this game, you will find that Taiwan and China are absolutely, definitely different.\ni hope you guys can enjoy this game, and wish the 赤燭 co. will make more good games in the future.","66.4","","76561198122829202","Ancel","5","1","False"
"1006510","16","7","True","2019-02-23","我給予好評\n這遊戲製作的很棒\n還原台灣1980時代的場景，美術做的非常真實，故事很感傷的真實案件改編\n相信每個地區，都會有同樣的邪惡宗教詐騙事件發生\n這遊戲也警惕大家不要再受騙了\n故事還沒結束，希望能盡快玩到新的DLC\n中國地區因為小熊維尼，引起政治聯想，而拒絕玩這遊戲而退費，台灣尤達大師感到可悲\n歡喜的事，中國盜版網站全數下架.\n請支持遊戲原創，別再尋找盜版\nI give praise\nThis game is great\nRestoring the scenes of the 1980s in Taiwan, the art is very real, and the story is very sentimental.\nI believe that every region will have the same evil religious fraud incident.\nThis game is also alert to everyone not to be deceived again.\nThe story is not over yet, I hope to play the new DLC as soon as possible.\nThe Chinese region, because of Winnie the Pooh, caused political associations and refused to play the game and refunded fees. Master Yoda of Taiwan felt sad.\nHappy things, Chinese pirated websites are all off the shelf.\nPlease support the game original, don't look for pirated","0.2","","","OceanWu0605","53","","False"
"1006510","16","8","False","2019-02-23","Hate speech hidden in a poster. THIS IS DISGUSTING. I want my money back.","3.6","","76561198452154212","dingyirenme","4","13","False"
"1006510","16","9","False","2019-02-23","It's about culture and national identity. Bad move!","0.3","","76561198086889724","wwwcfzd","12","16","False"
"1006510","17","0","True","2019-02-23","Fantastic game using horror to explore how everyday lives are shaped by history, culture, and religion. The Taiwanese developers also hilariously used the game as a vehicle to get a joke previously banned by the Communist Party of China past its censors and back into the spotlight of Chinese social media. This has been particularly offensive to those who still believe that the Communist Party of China has sovereignty over Taiwan, and such people are sadly responsible for the large majority of negative Steam reviews for the game. I hope that this controversy only helps this game to reach a wider international audience.","1.4","","","Kafaw","908","","False"
"1006510","17","1","True","2019-02-23","Game is incredible. Story, music, atmosphere all superb and well thought-out. I never write Steam reviews, but am writing this one in an albeit vain attempt to try and counteract the terrible review-bombing the game is experiencing because of a hilarious meme. Carry on.","2.9","","","dtraposo","398","","False"
"1006510","17","2","False","2019-02-23","To me, a Mandarin Chinese, what bothered me is not the reference to Xi, but the girl's name ""Mei Xin"" which means an American heart and the name of the heresy ""Lu Xin"" which means a Mandarin heart. We Mandarin Chinese are not monsters or mindless followers. Every Taiwanese could be my brother or sister, but this game really hurt me. If you had a white mother from the U.S., go ahead but don't bark at me.","4.8","","76561198434455289","mzqef","3","24","False"
"1006510","17","3","True","2019-02-23","This is the first time I feel both sad and scared after finished a game.","3.1","","76561198055008751","K俊哥","79","","False"
"1006510","17","4","False","2019-02-23","Political metaphor in this game, Red Candle NM$L.","0.5","","","UncleAlligator","6","12","False"
"1006510","17","5","True","2019-02-23","Good Game!!!Devotion define a horror game of new generation!","0.3","","","SJunWah","146","","False"
"1006510","17","6","True","2019-02-23","A short little horror experience in a rarely-explored setting. It is very much a walking simulator with only 1 section with a real fail state, so be warned those who don't like those.\nA few of the decorations and other items had translations for what they were, but much much more was needed. I feel like I missed 70% of the context. There was also a few spelling mistakes and wrong word choices in the subtitles.\nAs far as horror goes, it wasn't very scary, and I really felt the game pulled its punch hard, cutting to credits instead of revealing the shock at the end. Implication is a very good tool in horror, but it was used too much in this game and robbed the ending of its impact.\nIt's still a good game, and I'd suggest it to others who would like a unique short, unique horror experience. The price point might be a bit high, given the length, but I felt it was worth it.","3.5","","","AshtonAnchors","321","","False"
"1006510","17","7","True","2019-02-23","I couldn't recommend this game enough, certainly one of my favorite horror games I've played in a long time, if not one of my favorites overall. If you think this game looks interesting at ALL, check it out. Truly stunning work.","2.4","","","SheaPM","1019","","False"
"1006510","17","8","True","2019-02-23","This is a great horror game. The graphic and the music are incredible.\nThe game setting is realistic and I get a lot of familiar pops that I found during the gameplay.\nOne complaint is the moment speed. It is quite slow and feel not satisfy to move around.\nBut overall, I recommend to play if you like eastern culture especially TW, China, Hong Kong.\nPS: Don't over react to the easter egg. It is very common to criticize the political leaders.","3.3","","76561198076887904","BestPlayerNameCanntBeTooLong","13","","False"
"1006510","17","9","False","2019-02-23","So disappointed by the producer for including political humiliation towards China intentionally. The game itself is good, but considering the political objective, the whole plot seems aggressive and disturbing. Not expecting all the games to be made to achieve love&peace, but still deeply disappointed by Devotion's producer's behavior and not-actually-apologizing apologize. I feel very sorry for all the Chinese players, game-video makers, painters and writers who has devoted time, work and emotion in this game, created works appraising this game, and recommending this game, and then be astonished and feel so disappointed and delete all the works after finding out the fact that the producer created the game with viciousness of our country. This week, all the people around me are buying and playing Devotion. There are no content except discussion about Devotion on all the social medias. Everyone is happy calling Devotion ""the light of Chinese-produced games"". Then suddenly we find out it's not that at all... Are you kidding me?? So, speaking of Tricking&Humiliating Players, Devotion should get a prize of it.","4.5","","","豹鱼豹鱼豹","20","14","False"
"1006510","18","0","True","2019-02-23","what is considered for the lolz becomes a hateful crime in their hollow eyes.\n10/10 would praise winnie the pooh again","0.1","","","RedMiko","129","","False"
"1006510","18","1","False","2019-02-23","烛龙一更新，所有steam的中文用户都看着他笑，有的叫道：“烛龙，你的游戏被封杀了！”他不回答，对柜里说，“招两个临时工，加一个封ip的工具”便排出九文大钱。他们又故意的高声嚷道，“你的游戏又被差评了！”烛龙睁大眼睛说，“你怎么这样凭空污人清白……”“什么清白？我前天亲眼见你的游戏被差评了好几天，被网友们吊着打。”烛龙便涨红了脸，额上的青筋条条绽出，争辩道，“褒贬不一不能算差……mixed！……独立游戏开发者的事，能算差评么？”接连便是难懂的话，什么“中式恐怖”，什么“国产之光”之类，引得众人都哄笑起来：steam内外充满了快活的空气。","0.9","","76561198055874206","Ocarin0","119","15","False"
"1006510","18","2","True","2019-02-23","Awesome game. Probably the best horror game ever made.","0.8","","","Ancient Alien","479","","False"
"1006510","18","3","True","2019-02-23","An atmospheric horror experience in the form of a walking simulator. Great attention to details in the level, excellent voice acting and a story that draws you in.","3.3","","76561197989677650","小麥 mike29tw","147","","False"
"1006510","18","4","False","2019-02-23","It'a great game, but I wouldn't recommend it.","0.4","","76561198267899212","ragnarjing","140","5","False"
"1006510","18","5","True","2019-02-23","Speechlessly delicate and touching story telling about a tragedy in a troubled family.\nFrom every texture and detail, and voice it's of no doubt the team has put all of the spirit into it.\nIt's really a pity to have such good story being carried away by a joke (or sarcasm) an artist in the team made.\nThat's not a good practice, but a sincere apology should be enough to make up for it.\nIf you care about a child's misbehavior, you would remind him/her about the fault but not ruining them, isn't it?\nThe saddest story is about seeing such benevolence is nowhere to be found in reality.","3.6","","","Al.zommer","72","","False"
"1006510","18","6","True","2019-02-23","Simply put: Ignore all the negative reviews. They come from♥♥♥♥♥♥♥♥off Chinese players who found an ester egg that calls their president a ""moron"" This factor does not make this a bad game, in fact, it is an incredible game. The polish and incredible detail that was put into this game is astounding. I enjoyed every minute of it.\nTo everyone review bombing this very good game: ♥♥♥♥ off and grow up.\n长大中国！\n长大中国！\n长大中国！","3.1","","76561198268407347","ITORIFFIC","158","","False"
"1006510","18","7","True","2019-02-23","Great game with excellent story. Doesn't deserve to get review bombed over a joke","5.5","","","GoodSashimi","93","","False"
"1006510","18","8","True","2019-02-23","If u are denying the game because of one single picture is kind of offended to u, then u are probably not recommended to play this game. And in the graphic, I don't really see where is the offended part either. Which word is offended to u? Winnie the pooh? Funny to me.","4.3","","","Kaiphone","25","","False"
"1006510","18","9","True","2019-02-23","(V) Xi Jinping Winnie the Pooh Moron\n(V) Chinese people helped promote Xi is Winnie the Pooh\n(V) Proved CCP's internet filter is a fail\n(V) Does CCP has the balls to ban Disney","0.2","","","Pandia [TW]","1359","3","False"
"1006510","19","0","True","2019-02-23","This game is absolutely brilliant, and a must-play for fans of games that utilize atmospheric, surreal setpieces and strong environmental storytelling. Although much of the imagery in this game is extremely obtuse and heavily couched in Taiwanese culture and religion, it tells a very down-to-earth story that many people will be able to relate to, and one that seems especially relevant today. The graphics are beautiful, the imagery is stunning and absolutely striking, the atmosphere is like nothing I've ever seen before, and it's much more than just another horror-flavored walking sim. There are multiple points throughout the game that utilize creative changes in gameplay that add even more layers of meaning and surrealism. There are also many creative and interesting puzzles that actually add depth to the story and themes. I think any fan of story-driven, psychological horror will be able to enjoy this.","4.2","","76561198189658538","carfox6","49","","False"
"1006510","19","1","False","2019-02-23","LOL\nTaiwanese Game f**k around with mainland ==> DEAD","0.1","","76561198169007905","Billy(* - *) . PT","43","13","False"
"1006510","19","2","True","2019-02-23","I picked up this game after playing and loving Detention. I decided to stream it I reckoned it'd be a good way to get back in to it and I was not wrong! I was  completely terrified, as was the audience. Red Candle Games have a real knack for explaining heart breaking situations in a symbolic, horrific way, and it's mesmerising. How they can go from terrifying me to making me cry every game is an art form.","3.2","","","Kitiko_c","250","","False"
"1006510","19","3","False","2019-02-23","Game is okay. Devs are not. Not worthy.","0.2","","","Dan","122","10","False"
"1006510","19","4","True","2019-02-23","A good horror game with an unsettling atmosphere and great soundtrack. Would recommend to people who enjoyed Detention.\n8/10","1.1","","76561198206138233","ZenPup","255","","False"
"1006510","19","5","True","2019-02-23","Absolutely incredible game. For deep, atmospheric horror with gorgeous visuals, excellent sound design, and a macabre tale you can't do much better. This is well worth the money and, if you enjoy games like Layers of Fear, you won't be disappointed here, either.\nDetention was a hit for me, and this second title by Red Candle killed it again. I can't wait to see what they make next.","3.9","","76561197999438111","Barney Champaign","467","","False"
"1006510","19","6","True","2019-02-23","It saddens me to see so many brain-washed Chinese, albeit allegedly educated in the western world. When even the oppressed are helping the oppressor, there is no hope fighting against the downward spiral of the government. The least I can (must) do, with the little strength bestowed in me by HKD$82, is to throw a stone at the wall in despair.","0.1","","76561197974994700","DodgyStyle","85","","False"
"1006510","19","7","True","2019-02-23","I bought the game cause the dev dares to make the dog eater angry.\ndog yiping is a pig suck it lmfao.","0.3","","","Nickk","242","5","False"
"1006510","19","8","True","2019-02-23","A unique and interesting historical setting, and an ambitious but intimate and tightly-plotted story that reminded me of a Bong Jun-ho thriller.","4.4","","","bapplegate","174","","False"
"1006510","19","9","True","2019-02-23","It's an amazing game with a stunning story and fearsome but realistic atmosphere  which referencing 80's living environment of Taiwan.\nI start this game because the name of the developer and the high regard of its previous piece: Detention. I am a person who don't play horror game but the story keep driving me to overcome the fear. And I almost cried in the ending.\nThe game will need a basic understanding of Taiwan's History Culture to fully understand the story and only need up to 3 hours to finish the whole. But with $17 price, I am happy to what I got. Not even mention this is their first 3D game and they delivered a master piece.\nIt makes me feel really funny of so many people hate this game/developer because of a single easter egg. But I will say the company gave their apology and took the political consequence. With the love of the game I will hope they survive and keep coming with next good game.","3.6","","76561198008634922","wurdy86","39","","False"
"1006510","20","0","True","2019-02-23","It needs to be easier to save. I can only take so much at a time :(","0.4","","","Chroniko","288","","False"
"1006510","20","1","False","2019-02-23","Games are a form of escapism. Maybe, after a long hard day of work, you want to vent your anger. You can go and play a shooter or a slasher. It is relaxing. Maybe, you just want to chill and forget your troubles with some simulator or walk in a beautiful surreal scenery as a form of meditation. Maybe you want to feel something that you could never feel in real life in a safety of your appartment with racing games. Want to feel like a hero? RPG. Want to feel like smart general? Strategy. Want to stop feeling lonely? Dating sims. Want intellectual exercise? Puzzles. Want some adrenaline? Horror games.\nGames are supposed to be fun. Not ""funny"", they don't have to be lighthearted. But fun. Something that will make you immerse yourself in world, different from your own and feel satisfied when you're done. And not feel like you're being forced into the real world against your will once more.\nI know two languages - English and Russian. I can't read the political message the ingame posters carry. And so, I just played this game, not knowing about the ♥♥♥♥♥torm surrounding it. And I liked this game.\nDetention was, hands down, my favorite horror from 2017, so I expected more of the same from Devotion. Some horror, but not as a main focus. Good, interesting, intriguing story, with a lot of symbolism. And in that regard, Devotion was a bit of a letdown. I still enjoyed it, but it was not as good as Detention.\nThe symbolism was a very prominent part of Detention. I still think that the way they presented\nin that game was top-tier brilliance, one of the best moves in games that I've seen. Right from the start, Devotion presents you with\nThat was a completely pointless misdirection. And all the other symbolism in the game was way too on the nose and easy to read. It was just... uninspired. I knew where the story was going after less than an hour of gameplay, and until the end, there were zero surprises.\nNot to mention that the ending itself was awful. Abrupt, it didn't draw that final line I was hoping to see, instead just showing you some surreal visage and credits. It was awfully unsatisfying.\nOther than that though, the game was alright. I liked the story, predictable as it was. The voice acting was great. The music was fantastic. The horror elements... kinda disappeard after the 1/3 of the game, with the rest of it being hardly scary at all. It's just an average game, that I enjoyed playing and will forget much faster than I could ever forget Detention.\nHowever.\nNo matter what the message, you shouldn't use games as your political platform. As a Russian, I'm sick and tired of listening about ""those evil Russians"" in American media. And I'm equally tired of listening about how ""we are so virtuous, unlike those horrible spoiled Americans"" in Russian. I don't need to hear about Ukraine, I don't need to hear about England, about feminism, transgenders, homophobia, racism from either side - they are both equally annoying - I don't need this in my ""free from this political ♥♥♥♥♥♥♥t"" time. Time I use to escape and have fun. Time, I play videogames.\nAnd while I personally have no attachment to the conflict this particular drama is about, I don't think that Devotion devs had the right to take that time of peace away from their players. It is dirty. It is despicable. It is... just a shame that what could just be a cute little story, a fun horror game, had to turn into... this.\nShame on you.","3.5","","","Tom Sawyer","526","28","False"
"1006510","20","2","False","2019-02-23","So u north americans won't mind if some chinese games made up ur national day some taliban's celebration day, and calling this taliban's leader ""mr. uscitizen""...? touching\n——————\nWhat a pity, living in nations which have freedom of speech is so rare and precious on this plant, yet lots of people seems not having the knowledge and intelligence to truly enjoy it... as a person who from a land which was full of “dictatorship, speech control and brainwashing”, i was so so sad for it :(","2.4","","","HT Media！","275","21","False"
